filename,x1,y1,x2,y2,label
kaggle_good/Loose/IMG_7638.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7639.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7640.jpg,0,0,5184,3456,correct
kaggle_good/Loose/IMG_7641.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7055.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7056.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7057.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7058.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7067.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7068.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7069.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7070.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7079.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7080.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7081.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7082.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7347.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7348.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7349.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7351.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7360.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7361.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7362.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7363.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7372.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7374.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7375.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7376.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7572.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7573.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7574.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7575.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7584.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7585.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7586.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7587.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7596.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7597.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7598.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7599.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7608.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7609.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7610.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7611.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7621.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7623.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7624.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7625.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7634.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7635.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7636.jpg,0,0,5184,3456,correct
kaggle_good/Set/IMG_7637.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7063.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7064.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7065.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7066.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7075.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7076.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7077.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7078.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7087.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7088.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7089.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7090.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7356.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7357.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7358.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7359.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7368.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7369.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7370.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7371.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7381.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7382.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7383.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7384.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7580.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7581.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7582.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7583.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7592.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7593.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7594.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7595.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7604.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7605.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7606.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7607.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7617.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7618.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7619.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7620.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7630.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7631.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7632.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7633.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7642.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7644.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7645.jpg,0,0,5184,3456,correct
kaggle_good/VeryLoose/IMG_7647.jpg,0,0,5184,3456,correct
manual_bad/IMG_6358.jpeg,0,0,4032,3024,incorrect
manual_bad/IMG_6359.jpeg,0,0,4032,3024,incorrect
manual_bad/IMG_6360.jpeg,0,0,4032,3024,incorrect
manual_bad/IMG_6361.jpeg,0,0,4032,3024,incorrect
manual_bad/IMG_6362.jpeg,0,0,4032,3024,incorrect
manual_bad/IMG_6363.jpeg,0,0,4032,3024,incorrect
manual_bad/IMG_6364.jpeg,0,0,4032,3024,incorrect
manual_bad/IMG_6365.jpeg,0,0,4032,3024,incorrect
manual_good/IMG_6345.jpeg,0,0,4032,3024,correct
manual_good/IMG_6346.jpeg,0,0,4032,3024,correct
manual_good/IMG_6347.jpeg,0,0,4032,3024,correct
manual_good/IMG_6349.jpeg,0,0,4032,3024,correct
manual_good/IMG_6350.jpeg,0,0,4032,3024,correct
manual_good/IMG_6351.jpeg,0,0,4032,3024,correct
manual_good/IMG_6352.jpeg,0,0,4032,3024,correct
manual_good/IMG_6353.jpeg,0,0,4032,3024,correct
manual_good/IMG_6355.jpeg,0,0,4032,3024,correct
manual_good/IMG_6356.jpeg,0,0,4032,3024,correct
manual_good/IMG_6357.jpeg,0,0,4032,3024,correct
